"Account Name","Logo URL","Website","Product Name","Related To","Purchase History Name","Install Date","Status","Usage End Date","Purchase Date","Purchase History Purchase History"
"Cambia Health Solutions, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/cambia-health-solutions-inc.svg","https://www.cambiahealth.com","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Cambia Health Solutions, Inc. - The Linux Foundation - Associate Membership - 2020","2/1/2020","Active","12/31/2020","1/28/2020","The Linux Foundation Associate Membership"
"TestCloudRoute","","www.cloudroute.com","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","TestCloudRoute - The Linux Foundation - Associate Membership - 2020","3/1/2020","Purchased","2/28/2021","2/3/2020",""
"NYU Tandon School of Engineering","","www.nyu.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","NYU Tandon School of Engineering - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Associate Membership"
"Canada Health Infoway","","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Canada Health Infoway - The Linux Foundation - Associate Membership - 2019","10/1/2019","Active","9/30/2020","10/3/2019","The Linux Foundation Associate Membership"
"University of Surrey","www.surrey.ac.uk","www.surrey.ac.uk","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","University of Surrey - The Linux Foundation - Associate Membership - 2019","10/1/2019","Active","9/30/2020","10/4/2019","The Linux Foundation Associate Membership"
"Washington State University","","http://www.wsu.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Washington State University - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Associate Membership"
"MicroElectronics Research Lab","","uit.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","MicroElectronics Research Lab - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","1/28/2020","The Linux Foundation Associate Membership"
"University of New Hampshire","","http://www.unh.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","University of New Hampshire - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Associate Membership"
"CPqD","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/cpqd.svg","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","CPqD - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","10/15/2019","The Linux Foundation Associate Membership"
"Association of Blockchain Developers of Saint-Petersburg","","http://www.spblockchain.ru/en/","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Association of Blockchain Developers of Saint-Petersburg - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","10/15/2019","The Linux Foundation Associate Membership"
"National Association of Insurance Commissioners","","http://naic.org/","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","National Association of Insurance Commissioners - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Associate Membership"
"Produce Marketing Association","","www.pma.com","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Produce Marketing Association - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Associate Membership"
"The Institute for Ethical AI & Machine Learning","","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","The Institute for Ethical AI & Machine Learning - The Linux Foundation - Associate Membership - 2019","10/1/2019","Active","9/30/2020","9/27/2019","The Linux Foundation Associate Membership"
"IIT Madras","","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","IIT Madras - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","12/20/2019","The Linux Foundation Associate Membership"
"Friedrich-Alexander-University (FAU)","","www.fau.de","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Friedrich-Alexander-University (FAU) - The Linux Foundation - Associate Membership - 2019","12/1/2019","Active","11/30/2020","12/11/2019","The Linux Foundation Associate Membership"
"Government of Bermuda","","www.gov.bm","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Government of Bermuda - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Associate Membership"
"SARAO (South African Radio Astronomy Observatory)","","www.ska.ac.za","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SARAO (South African Radio Astronomy Observatory) - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Associate Membership"
"Zhejiang Block Chain Technology Application Association","","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Zhejiang Block Chain Technology Application Association - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/26/2019","The Linux Foundation Associate Membership"
"National Renewable Energy Laboratory (NREL)","","www.nrel.gov","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","National Renewable Energy Laboratory (NREL) - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Associate Membership"
"Wall Street Blockchain Alliance","","www.wsba.co","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Wall Street Blockchain Alliance - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","10/15/2019","The Linux Foundation Associate Membership"
"Enterprise Ethereum Alliance","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/enterprise-ethereum-alliance.svg","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Enterprise Ethereum Alliance - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Associate Membership"
"Auburn University RFID Lab","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/auburn-university-rfid-lab.svg","http://www.auburn.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Auburn University RFID Lab - The Linux Foundation - Associate Membership - 2020","2/1/2020","Active","12/31/2020","1/30/2020","The Linux Foundation Associate Membership"
"NYU - CATT","","http://nyu.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","NYU - CATT - The Linux Foundation - Associate Membership - 2019","10/1/2019","Active","9/30/2020","10/7/2019","The Linux Foundation Associate Membership"
"Wingu - Tecnologia Sin Fines de Lucro","","www.winguweb.org","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Wingu - Tecnologia Sin Fines de Lucro - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/28/2019","The Linux Foundation Associate Membership"
"Instituto de Fisica Teorica UAM-CSIC","","https://www.ift.uam-csic.es/en","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Instituto de Fisica Teorica UAM-CSIC - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Associate Membership"
"Federal University of Campina Grande","","http://www.embeddedlab.org/en","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Federal University of Campina Grande - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Associate Membership"
"Business School of Hunan University","","http://ibschool.hnu.edu.cn/","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Business School of Hunan University - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/22/2019","The Linux Foundation Associate Membership"
"Yale University","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/yale-university.svg","http://www.yale.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Yale University - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Associate Membership"
"Kiva","","www.kiva.org","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Kiva - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Associate Membership"
"KETI (Korea Electronics Technology Institute)","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/keti-korea-electronics-technology-institute.svg","keti.re.kr","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","KETI (Korea Electronics Technology Institute) - The Linux Foundation - Associate Membership - 2019","11/1/2019","Active","10/31/2020","11/11/2019","The Linux Foundation Associate Membership"
"North Carolina State University","","www.ncsu.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","North Carolina State University - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Associate Membership"
"Test Zoran Corporation","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/test-zoran-corporation.svg","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Test Zoran Corporation - The Linux Foundation - Associate Membership - 2019","11/1/2019","Active","10/31/2020","11/5/2019","The Linux Foundation Associate Membership"
"South China University of Technology","","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","South China University of Technology - The Linux Foundation - Associate Membership - 2019","11/1/2019","Active","10/31/2020","10/23/2019","The Linux Foundation Associate Membership"
"CERN - European Centre for Nuclear Research","","http://cern.ch","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","CERN - European Centre for Nuclear Research - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Associate Membership"
"Monash University","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/monash-university.svg","www.monash.edu","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Monash University - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/23/2019","The Linux Foundation Associate Membership"
"ETC Cooperative (The Ethereum Classic Cooperative)","","www.etccooperative.org","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","ETC Cooperative (The Ethereum Classic Cooperative) - The Linux Foundation - Associate Membership - 2019","11/1/2019","Active","10/31/2020","10/29/2019","2019 The Linux Foundation Associate Membership"
"Industrial Technology Research Institute (ITRI)","","","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Industrial Technology Research Institute (ITRI) - The Linux Foundation - Associate Membership - 2019","11/1/2019","Active","10/31/2020","11/6/2019","The Linux Foundation Associate Membership"
"Ministry of Finance of the Republic of Lithuania","","www.http://finmin.lrv.lt/","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Ministry of Finance of the Republic of Lithuania - The Linux Foundation - Associate Membership - 2020","1/1/2020","Active","12/31/2020","11/24/2019","The Linux Foundation Associate Membership"
"OpenTravel Alliance","","www.opentravel.org","Associate Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","OpenTravel Alliance - The Linux Foundation - Associate Membership - 2020","2/1/2020","Active","1/31/2021","1/31/2020","The Linux Foundation Associate Membership"
